 ******************************************************************************
 *Comment for the material                                                     
 ******************************************************************************
 COMPONENTS 11 22 33 OF SAMPLE STRAIN, STRESS, ELASTIC STRAIN, AVACS, PHASE STRAINS, PHASE STRESSES AND  ELASTIC PHASE STRAINS
 ******************************************************************************
  EPS1        EPS2        EPS3        EPS4        EPS5        EPS6        SIG1        SIG2        SIG3        SIG4        SIG5        SIG6        EEPS1       EEPS2       EEPS3       EEPS4       EEPS5       EEPS6          ACTAV    ph1_EPS1    ph1_EPS2    ph1_EPS3    ph1_EPS4    ph1_EPS5    ph1_EPS6    ph1_SIG1    ph1_SIG2    ph1_SIG3    ph1_SIG4    ph1_SIG5    ph1_SIG6    ph1_EEPS1   ph1_EEPS2   ph1_EEPS3   ph1_EEPS4   ph1_EEPS5   ph1_EEPS6  
  0.1636E-02  0.0000E+00 -0.2800E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.7084E-01 -0.1923E+00  0.1367E-17  0.7206E-18 -0.3445E-17  0.1639E-02  0.6681E-06 -0.2804E-02 -0.2647E-19 -0.3219E-20  0.1167E-19     0.00000  0.4768E+01 -0.1903E-03 -0.8164E+01 -0.6368E-17  0.3242E-17 -0.5154E-16  0.5051E-01 -0.2066E+03 -0.5608E+03  0.2485E-14 -0.1210E-15 -0.8445E-14  0.4768E+01 -0.1903E-03 -0.8164E+01 -0.1230E-15 -0.2567E-16 -0.8382E-16
  0.1799E-02  0.0000E+00 -0.3080E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.7792E-01 -0.2115E+00  0.1671E-17  0.8002E-18 -0.3693E-17  0.1803E-02  0.7510E-06 -0.3085E-02 -0.2524E-19 -0.3367E-20  0.1507E-19     0.00000  0.5245E+01 -0.1903E-03 -0.8980E+01 -0.1318E-15 -0.4523E-16 -0.4093E-16  0.5053E-01 -0.2272E+03 -0.6169E+03  0.4462E-14  0.3996E-14 -0.4918E-14  0.5245E+01 -0.1903E-03 -0.8980E+01  0.1421E-15  0.2320E-16  0.3917E-17
  0.1963E-02  0.0000E+00 -0.3360E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.8501E-01 -0.2308E+00  0.2032E-17  0.8686E-18 -0.3867E-17  0.1967E-02  0.8339E-06 -0.3365E-02 -0.2270E-19 -0.3774E-20  0.2019E-19     0.00000  0.5722E+01 -0.1904E-03 -0.9797E+01 -0.5210E-16  0.4940E-16 -0.9426E-16  0.5054E-01 -0.2479E+03 -0.6730E+03  0.9977E-14  0.2090E-14 -0.6589E-14  0.5722E+01 -0.1904E-03 -0.9797E+01 -0.4504E-16 -0.1088E-15 -0.6999E-16
  0.2126E-02  0.0000E+00 -0.3640E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.9209E-01 -0.2500E+00  0.2274E-17  0.9238E-18 -0.3883E-17  0.2131E-02  0.9169E-06 -0.3646E-02 -0.2289E-19 -0.4486E-20  0.2895E-19     0.00000  0.6199E+01 -0.1904E-03 -0.1061E+02  0.8406E-16 -0.5364E-16  0.1005E-16  0.5055E-01 -0.2685E+03 -0.7291E+03  0.1260E-13  0.4478E-14 -0.1036E-13  0.6199E+01 -0.1904E-03 -0.1061E+02  0.1214E-15 -0.1424E-15 -0.1793E-15
  0.2290E-02  0.0000E+00 -0.3920E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.9918E-01 -0.2693E+00  0.2483E-17  0.9631E-18 -0.4000E-17  0.2295E-02  0.9998E-06 -0.3926E-02 -0.2387E-19 -0.5566E-20  0.3538E-19     0.00000  0.6676E+01 -0.1904E-03 -0.1143E+02  0.5665E-16 -0.6599E-16 -0.6507E-16  0.5055E-01 -0.2892E+03 -0.7852E+03  0.1358E-13  0.9559E-15 -0.5502E-14  0.6676E+01 -0.1904E-03 -0.1143E+02  0.2052E-15 -0.1023E-15 -0.4921E-17
  0.2453E-02  0.0000E+00 -0.4200E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.1063E+00 -0.2885E+00  0.2935E-17  0.1031E-17 -0.4105E-17  0.2459E-02  0.1083E-05 -0.4207E-02 -0.1922E-19 -0.5982E-20  0.4209E-19     0.00000  0.7153E+01 -0.1904E-03 -0.1225E+02 -0.9394E-16 -0.5326E-17 -0.8529E-16  0.5055E-01 -0.3099E+03 -0.8413E+03  0.9744E-14  0.3784E-14 -0.1069E-13  0.7153E+01 -0.1904E-03 -0.1225E+02  0.1396E-15  0.6408E-16 -0.2347E-15
  0.2617E-02  0.0000E+00 -0.4480E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.1133E+00 -0.3077E+00  0.3038E-17  0.1107E-17 -0.4330E-17  0.2623E-02  0.1166E-05 -0.4487E-02 -0.2264E-19 -0.6219E-20  0.4603E-19     0.00000  0.7630E+01 -0.1904E-03 -0.1306E+02  0.2547E-16  0.6020E-17 -0.8761E-16  0.5055E-01 -0.3305E+03 -0.8974E+03  0.1058E-13  0.4095E-14 -0.6833E-14  0.7630E+01 -0.1904E-03 -0.1306E+02  0.4465E-15  0.4093E-16  0.5756E-16
  0.2780E-02  0.0000E+00 -0.4760E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.1204E+00 -0.3270E+00  0.3155E-17  0.1307E-17 -0.4656E-17  0.2787E-02  0.1249E-05 -0.4768E-02 -0.2576E-19 -0.3568E-20  0.4761E-19     0.00000  0.8106E+01 -0.1904E-03 -0.1388E+02 -0.9505E-16  0.7803E-16 -0.1839E-15  0.5055E-01 -0.3512E+03 -0.9535E+03  0.2934E-14  0.5256E-14 -0.6245E-14  0.8106E+01 -0.1904E-03 -0.1388E+02  0.1928E-15 -0.1551E-15 -0.2134E-15
  0.2944E-02  0.0000E+00 -0.5040E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.1275E+00 -0.3462E+00  0.3375E-17  0.1409E-17 -0.5043E-17  0.2951E-02  0.1332E-05 -0.5048E-02 -0.2646E-19 -0.3211E-20  0.4780E-19     0.00000  0.8583E+01 -0.1904E-03 -0.1470E+02  0.2023E-15  0.4631E-17 -0.2042E-16  0.5055E-01 -0.3718E+03 -0.1010E+04  0.1360E-13  0.1640E-14 -0.6942E-14  0.8583E+01 -0.1904E-03 -0.1470E+02  0.6372E-15 -0.7682E-16 -0.1487E-15
  0.3107E-02  0.0000E+00 -0.5320E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.1346E+00 -0.3654E+00  0.3610E-17  0.1487E-17 -0.5219E-17  0.3115E-02  0.1415E-05 -0.5329E-02 -0.2683E-19 -0.3385E-20  0.5287E-19     0.00000  0.9060E+01 -0.1904E-03 -0.1551E+02 -0.8290E-16  0.7209E-16 -0.6734E-16  0.5055E-01 -0.3925E+03 -0.1066E+04  0.1349E-13  0.4036E-14 -0.1593E-13  0.9060E+01 -0.1904E-03 -0.1551E+02  0.1893E-15 -0.7200E-16 -0.2232E-15
  0.3271E-02  0.0000E+00 -0.5600E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.1417E+00 -0.3847E+00  0.3654E-17  0.1594E-17 -0.5300E-17  0.3279E-02  0.1498E-05 -0.5609E-02 -0.3164E-19 -0.2910E-20  0.6013E-19     0.00000  0.9537E+01 -0.1904E-03 -0.1633E+02 -0.8406E-16  0.8074E-16 -0.4500E-16  0.5055E-01 -0.4132E+03 -0.1122E+04  0.6041E-14  0.7168E-14 -0.1212E-13  0.9537E+01 -0.1904E-03 -0.1633E+02  0.7390E-16 -0.1047E-15  0.5654E-16
  0.3434E-02  0.0000E+00 -0.5880E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.1488E+00 -0.4039E+00  0.3508E-17  0.1636E-17 -0.5454E-17  0.3443E-02  0.1580E-05 -0.5890E-02 -0.4083E-19 -0.3923E-20  0.6571E-19     0.00000  0.1001E+02 -0.1904E-03 -0.1714E+02  0.1659E-17  0.1235E-16  0.3265E-16  0.5055E-01 -0.4338E+03 -0.1178E+04  0.7701E-14  0.2994E-14 -0.1282E-13  0.1001E+02 -0.1904E-03 -0.1714E+02  0.1689E-15 -0.9433E-16 -0.4336E-15
  0.3598E-02  0.0000E+00 -0.6160E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.1559E+00 -0.4232E+00  0.3566E-17  0.1729E-17 -0.5640E-17  0.3607E-02  0.1663E-05 -0.6170E-02 -0.4530E-19 -0.3760E-20  0.7054E-19     0.00000  0.1049E+02 -0.1904E-03 -0.1796E+02 -0.7059E-16 -0.7742E-16  0.9996E-17  0.5055E-01 -0.4545E+03 -0.1234E+04  0.6269E-14  0.3922E-14 -0.1609E-13  0.1049E+02 -0.1904E-03 -0.1796E+02  0.2471E-16 -0.1916E-16  0.2047E-15
  0.3761E-02  0.0000E+00 -0.6440E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.1629E+00 -0.4424E+00  0.3585E-17  0.1872E-17 -0.5861E-17  0.3770E-02  0.1746E-05 -0.6451E-02 -0.5067E-19 -0.2446E-20  0.7457E-19     0.00000  0.1097E+02 -0.1904E-03 -0.1878E+02 -0.3574E-16 -0.3165E-16 -0.4176E-16  0.5055E-01 -0.4751E+03 -0.1290E+04  0.1655E-13  0.4816E-14 -0.2434E-13  0.1097E+02 -0.1904E-03 -0.1878E+02  0.1989E-15 -0.1290E-15 -0.1806E-15
  0.3925E-02  0.0000E+00 -0.6720E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.1700E+00 -0.4616E+00  0.3709E-17  0.1957E-17 -0.5877E-17  0.3934E-02  0.1829E-05 -0.6731E-02 -0.5362E-19 -0.2467E-20  0.8335E-19     0.00000  0.1144E+02 -0.1904E-03 -0.1959E+02  0.7132E-16  0.3458E-16 -0.2366E-16  0.5055E-01 -0.4958E+03 -0.1346E+04  0.1005E-13  0.2332E-14 -0.1178E-13  0.1144E+02 -0.1904E-03 -0.1959E+02  0.4645E-15  0.6045E-16 -0.1431E-15
  0.4089E-02  0.0000E+00 -0.7000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.1771E+00 -0.4809E+00  0.3758E-17  0.2079E-17 -0.6041E-17  0.4098E-02  0.1912E-05 -0.7012E-02 -0.5830E-19 -0.1617E-20  0.8869E-19     0.00000  0.1192E+02 -0.1904E-03 -0.2041E+02  0.6761E-16 -0.2254E-16 -0.8660E-16  0.5055E-01 -0.5165E+03 -0.1402E+04  0.1929E-14  0.5829E-14 -0.1058E-13  0.1192E+02 -0.1904E-03 -0.2041E+02  0.1863E-15  0.6286E-16  0.4708E-17
  0.4252E-02  0.0000E+00 -0.7280E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.1842E+00 -0.5001E+00  0.3699E-17  0.2208E-17 -0.6126E-17  0.4262E-02  0.1995E-05 -0.7292E-02 -0.6548E-19 -0.6316E-21  0.9586E-19     0.00000  0.1240E+02 -0.1904E-03 -0.2123E+02  0.6376E-16  0.0000E+00 -0.4438E-17  0.5055E-01 -0.5371E+03 -0.1458E+04  0.9904E-15  0.3833E-14 -0.1071E-13  0.1240E+02 -0.1904E-03 -0.2123E+02  0.3390E-15 -0.1786E-16 -0.6561E-17
  0.4416E-02  0.0000E+00 -0.7560E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.1913E+00 -0.5193E+00  0.3563E-17  0.2269E-17 -0.6129E-17  0.4426E-02  0.2078E-05 -0.7573E-02 -0.7444E-19 -0.1219E-20  0.1049E-18     0.02467  0.1289E+02 -0.5762E-04 -0.2206E+02 -0.5164E-16  0.3859E-17 -0.6870E-16 -0.5727E+00 -0.5578E+03 -0.1514E+04  0.1303E-13  0.7924E-14 -0.6081E-14  0.1286E+02 -0.2251E-03 -0.2203E+02  0.5784E-16 -0.1593E-16 -0.1552E-15
  0.4590E-02  0.0000E+00 -0.7840E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.1977E+00 -0.5367E+00  0.3658E-17  0.2284E-17 -0.6020E-17  0.4575E-02  0.1632E-05 -0.7826E-02 -0.7750E-19 -0.2664E-20  0.1157E-18     0.12701  0.1342E+02  0.4228E-03 -0.2289E+02  0.2547E-17  0.4631E-18 -0.7915E-16 -0.1684E+01 -0.5766E+03 -0.1563E+04  0.3349E-14  0.7217E-14 -0.2089E-13  0.1326E+02 -0.3786E-02 -0.2273E+02  0.4330E-15 -0.1797E-15 -0.1038E-16
  0.4777E-02  0.0000E+00 -0.8120E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.2035E+00 -0.5521E+00  0.3611E-17  0.2340E-17 -0.5483E-17  0.4706E-02  0.3627E-06 -0.8050E-02 -0.8326E-19 -0.2994E-20  0.1355E-18     0.21631  0.1398E+02  0.9996E-03 -0.2373E+02  0.1999E-16  0.2362E-16 -0.5808E-16 -0.2596E+01 -0.5933E+03 -0.1607E+04  0.1656E-13  0.8457E-14 -0.8689E-14  0.1361E+02 -0.8701E-02 -0.2335E+02  0.2545E-15 -0.7826E-16 -0.2189E-15
  0.4978E-02  0.0000E+00 -0.8400E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.2084E+00 -0.5651E+00  0.3664E-17  0.2385E-17 -0.5097E-17  0.4818E-02 -0.2057E-05 -0.8238E-02 -0.8601E-19 -0.3320E-20  0.1507E-18     0.35880  0.1459E+02  0.1786E-02 -0.2457E+02  0.1104E-15 -0.8027E-16  0.1512E-15 -0.3661E+01 -0.6077E+03 -0.1644E+04  0.9657E-14  0.3231E-14 -0.1394E-13  0.1389E+02 -0.1758E-01 -0.2385E+02  0.1799E-15 -0.8400E-16  0.1123E-16
  0.5191E-02  0.0000E+00 -0.8680E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.2126E+00 -0.5760E+00  0.3781E-17  0.2469E-17 -0.4572E-17  0.4912E-02 -0.6084E-05 -0.8395E-02 -0.8669E-19 -0.2587E-20  0.1681E-18     0.47167  0.1523E+02  0.2867E-02 -0.2540E+02 -0.2708E-15  0.3875E-16  0.1706E-16 -0.4379E+01 -0.6202E+03 -0.1675E+04  0.1611E-13  0.6293E-14 -0.8511E-14  0.1412E+02 -0.3303E-01 -0.2426E+02 -0.4498E-15  0.1763E-15 -0.6897E-16
  0.5413E-02  0.0000E+00 -0.8960E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.2164E+00 -0.5852E+00  0.3785E-17  0.2691E-17 -0.3823E-17  0.4993E-02 -0.1207E-04 -0.8528E-02 -0.8952E-19  0.1508E-20  0.1901E-18     0.58046  0.1589E+02  0.4111E-02 -0.2623E+02  0.8081E-16 -0.2160E-15  0.1098E-15 -0.4883E+01 -0.6312E+03 -0.1701E+04  0.2089E-13  0.1231E-13 -0.6321E-14  0.1432E+02 -0.5598E-01 -0.2460E+02  0.1901E-15  0.2272E-15  0.2677E-15
  0.5638E-02  0.0000E+00 -0.9240E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.2200E+00 -0.5941E+00  0.3719E-17  0.2958E-17 -0.3039E-17  0.5071E-02 -0.1859E-04 -0.8654E-02 -0.9387E-19  0.6662E-20  0.2127E-18     0.66549  0.1657E+02  0.6763E-02 -0.2708E+02 -0.7989E-16 -0.7719E-18 -0.1814E-16 -0.6058E+01 -0.6420E+03 -0.1726E+04  0.1457E-13 -0.1581E-14 -0.1420E-13  0.1449E+02 -0.8233E-01 -0.2491E+02  0.5850E-15 -0.2379E-15  0.1294E-15
  0.5873E-02  0.0000E+00 -0.9520E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.2232E+00 -0.6011E+00  0.4179E-17  0.3066E-17 -0.2315E-17  0.5134E-02 -0.2704E-04 -0.8755E-02 -0.8556E-19  0.8292E-20  0.2331E-18     0.77596  0.1727E+02  0.7396E-02 -0.2791E+02 -0.1385E-15  0.3365E-16  0.1256E-15 -0.6446E+01 -0.6511E+03 -0.1746E+04  0.1851E-13  0.1146E-13  0.2717E-15  0.1464E+02 -0.1110E+00 -0.2516E+02  0.2130E-15  0.1770E-15  0.5151E-15
  0.6110E-02  0.0000E+00 -0.9800E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.2262E+00 -0.6079E+00  0.4582E-17  0.3293E-17 -0.1959E-17  0.5195E-02 -0.3575E-04 -0.8850E-02 -0.7846E-19  0.1269E-19  0.2448E-18     0.87636  0.1799E+02  0.7419E-02 -0.2876E+02 -0.1429E-15  0.2933E-17 -0.2054E-15 -0.7576E+01 -0.6599E+03 -0.1765E+04  0.3263E-13  0.1156E-14 -0.6246E-14  0.1476E+02 -0.1451E+00 -0.2538E+02  0.2058E-15 -0.2487E-16  0.2653E-15
  0.6351E-02  0.0000E+00 -0.1008E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.2289E+00 -0.6139E+00  0.4831E-17  0.3503E-17 -0.1656E-17  0.5250E-02 -0.4436E-04 -0.8934E-02 -0.7472E-19  0.1679E-19  0.2550E-18     0.95079  0.1871E+02  0.1139E-01 -0.2960E+02 -0.4083E-16  0.4600E-16  0.3674E-16 -0.8407E+01 -0.6680E+03 -0.1781E+04  0.2279E-13  0.4742E-15 -0.1744E-13  0.1487E+02 -0.1877E+00 -0.2556E+02  0.3697E-15 -0.2175E-15  0.7792E-16
  0.6596E-02  0.0000E+00 -0.1036E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.2315E+00 -0.6193E+00  0.5385E-17  0.3640E-17 -0.1004E-17  0.5299E-02 -0.5455E-04 -0.9009E-02 -0.6373E-19  0.1923E-19  0.2730E-18     1.02002  0.1945E+02  0.1288E-01 -0.3044E+02  0.4282E-15  0.2995E-16 -0.2544E-15 -0.9110E+01 -0.6756E+03 -0.1796E+04  0.4100E-15  0.4535E-14  0.2749E-14  0.1498E+02 -0.2316E+00 -0.2572E+02  0.1678E-15 -0.2260E-15 -0.3324E-15
  0.6844E-02  0.0000E+00 -0.1064E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.2339E+00 -0.6241E+00  0.5645E-17  0.3645E-17 -0.1494E-18  0.5345E-02 -0.6529E-04 -0.9076E-02 -0.5944E-19  0.1866E-19  0.2955E-18     1.08682  0.2019E+02  0.1385E-01 -0.3128E+02 -0.2570E-15 -0.8290E-16 -0.6769E-16 -0.9756E+01 -0.6827E+03 -0.1810E+04  0.1253E-13  0.1498E-13 -0.7064E-14  0.1507E+02 -0.2762E+00 -0.2586E+02  0.1656E-15 -0.3705E-16 -0.3967E-16
  0.7094E-02  0.0000E+00 -0.1092E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.2362E+00 -0.6285E+00  0.5771E-17  0.3869E-17  0.1054E-17  0.5386E-02 -0.7633E-04 -0.9136E-02 -0.5810E-19  0.2320E-19  0.3258E-18     1.15045  0.2094E+02  0.1548E-01 -0.3211E+02 -0.3193E-15 -0.7873E-16 -0.9239E-16 -0.1025E+02 -0.6894E+03 -0.1822E+04  0.1022E-13  0.1105E-13  0.5903E-14  0.1515E+02 -0.3223E+00 -0.2599E+02  0.2602E-15  0.1672E-15  0.5462E-15
  0.7347E-02  0.0000E+00 -0.1120E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.2383E+00 -0.6325E+00  0.5843E-17  0.4043E-17  0.1844E-17  0.5424E-02 -0.8797E-04 -0.9190E-02 -0.5788E-19  0.2663E-19  0.3464E-18     1.21181  0.2169E+02  0.1777E-01 -0.3294E+02  0.2771E-15 -0.2686E-15  0.5866E-16 -0.1074E+02 -0.6958E+03 -0.1833E+04  0.1000E-13  0.1120E-13 -0.4248E-15  0.1523E+02 -0.3706E+00 -0.2610E+02  0.2574E-15  0.1305E-15  0.7560E-15
  0.7602E-02  0.0000E+00 -0.1148E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.2404E+00 -0.6362E+00  0.5898E-17  0.4282E-17  0.2499E-17  0.5460E-02 -0.1004E-03 -0.9238E-02 -0.5799E-19  0.3158E-19  0.3637E-18     1.27179  0.2245E+02  0.2078E-01 -0.3378E+02  0.4775E-15 -0.8954E-17  0.6592E-16 -0.1112E+02 -0.7020E+03 -0.1843E+04  0.7346E-14  0.1127E-13  0.1052E-13  0.1531E+02 -0.4222E+00 -0.2619E+02  0.1115E-15 -0.3038E-16  0.1190E-14
